expel_turks_title;Expel the Turks;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
turkish_rename_konya_title;Rename Konya;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
turkish_rename_konya_desc;Konya is rightfully rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
greek_rename_kastamonu_title;Rename Paphlagonia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
greek_rename_kastamonu_desc;Paphlagonia is rightfully rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
pontian_rename_kastamonu_title;Rename Kastamoni;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
pontian_rename_kastamonu_desc;Kastamoni was a artificial name created to seperate the $COUNTRY_ADJ$ people! The use of its name shall be discontinued!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
turkish_rename_kastamonu_title;Rename Kastamonu;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
turkish_rename_kastamonu_desc;Kastamonu is rightfully rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
pontian_rename_trabzon_title;Rename Trapezounta;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
pontian_rename_trabzon_desc;Trapezounda is rightfully rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
turkish_rename_trabzon_title;Rename Trebizond;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
turkish_rename_trabzon_desc;Trebizond is rightfully rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
join_communist_bloc_title;Join the Communist Bloc;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
join_communist_bloc_desc;Join the Communist Bloc. Eastern Bloc was the name used by NATO-affiliated countries for the former communist states of Central and Eastern Europe, generally the Soviet Union and the countries of the Warsaw Pact. The terms Communist Bloc and Soviet Bloc were also used to denote groupings of states aligned with the Soviet Union, although these terms might include states outside Central and Eastern Europe.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
join_democratic_bloc_title;Join the Democratic Bloc;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
join_democratic_bloc_desc;Join the Democratic Bloc. The Western Bloc or Democratic Bloc during the Cold War refers to the countries allied with the United States and NATO against the Soviet Union and its allies. The latter were referred to as the Eastern Bloc, a more common term in English than Western Bloc. The governments and press of the Western Bloc were more inclined to refer to themselves as the Free World or the Western world. ;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
join_nam_bloc_title;Join the Non-Alignment Bloc;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
join_nam_bloc_desc;The Non-Aligned Movement (NAM) is a group of states which are not formally aligned with or against any major power bloc. As of 2012, the movement has 120 members. The organization was founded in Belgrade in 1961, and was largely conceived by India's first prime minister, Jawaharlal Nehru, Indonesia's first president, Sukarno, Egypt's second president, Gamal Abdel Nasser, Ghana's first president, Kwame Nkrumah, and Yugoslavia's president, Josip Broz Tito. All five leaders were prominent advocates of a middle course for states in the Developing World between the Western and Eastern Blocs in the Cold War. The phrase itself was first used to represent the doctrine by Indian diplomat V. K. Krishna Menon in 1953, at the United Nations.;;;;;;;;;;;;;x,,,,,,,,,,,,
join_axis_title;Join Axis;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
join_axis_desc;The Axis powers," also known as ""Rome–Berlin–Tokyo Axis"" were the nations that fought in World War II against the Allies. The Axis powers agreed on their opposition to the Allies", but did not completely coordinate their activity.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
leave_communist_bloc_title;Leave the Communist Bloc;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_communist_bloc_desc;Leave the Communist Bloc. Eastern Bloc was the name used by NATO-affiliated countries for the former communist states of Central and Eastern Europe, generally the Soviet Union and the countries of the Warsaw Pact. The terms Communist Bloc and Soviet Bloc were also used to denote groupings of states aligned with the Soviet Union, although these terms might include states outside Central and Eastern Europe.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
leave_democratic_bloc_title;Leave the Democratic Bloc;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_democratic_bloc_desc;Leave the Democratic Bloc. The Western Bloc or Democratic Bloc during the Cold War refers to the countries allied with the United States and NATO against the Soviet Union and its allies. The latter were referred to as the Eastern Bloc, a more common term in English than Western Bloc. The governments and press of the Western Bloc were more inclined to refer to themselves as the Free World or the Western world. ;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
leave_nam_bloc_title;Leave the Non-Alignment Bloc;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_nam_bloc_desc;The Non-Aligned Movement (NAM) is a group of states which are not formally aligned with or against any major power bloc. As of 2012, the movement has 120 members. The organization was founded in Belgrade in 1961, and was largely conceived by India's first prime minister, Jawaharlal Nehru, Indonesia's first president, Sukarno, Egypt's second president, Gamal Abdel Nasser, Ghana's first president, Kwame Nkrumah, and Yugoslavia's president, Josip Broz Tito. All five leaders were prominent advocates of a middle course for states in the Developing World between the Western and Eastern Blocs in the Cold War. The phrase itself was first used to represent the doctrine by Indian diplomat V. K. Krishna Menon in 1953, at the United Nations.;;;;;;;;;;;;;x,,,,,,,,,,,,
leave_axis_title;Leave Axis;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_axis_desc;The Axis powers," also known as ""Rome–Berlin–Tokyo Axis"" were the nations that fought in World War II against the Allies. The Axis powers agreed on their opposition to the Allies", but did not completely coordinate their activity.,,,,,,,,,,,,,,,,,,,,,,
alliance_nato_title;NATO;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
alliance_nato_desc;North Atlantic Alliance, is an intergovernmental military alliance based on the North Atlantic Treaty which was signed 1949. The organization constitutes a system of collective defence whereby its member states agree to mutual defense in response to an attack by any external party.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
leave_alliance_nato_title;Leave NATO;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_alliance_nato_desc;We shall foster an independent defence by removing our fleets from NATO command.All armed forces will be removed from NATO's integrated military command, and all NATO troops were asked to leave our country.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
rio_pact_title;Inter-American Treaty of Reciprocal Assistance;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
rio_pact_desc;The Inter-American Treaty of Reciprocal Assistance (commonly known as the Rio Pact," or by the Spanish-language acronym TIAR from Tratado Interamericano de Asistencia Recíproca) was an agreement signed on 1947 in Rio de Janeiro among many countries of the AmericasThe central principle contained in its articles is that an attack against one is to be considered an attack against them all; this was known as the ""hemispheric defense"" doctrine.;;;;;;;;;;;;x",,,,,,,,,,,,,,,,,,,,,,,
leave_rio_pact_title;Leave the Rio Pact;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_rio_pact_desc;Our countries have made the decision to bury what deserves to be buried, or throw the trash bin that no longer serves. The Rio Treaty was created under conditions where it was assumed that could serve as an instrument of mutual protection of the countries of the Americas in the event of alleged attacks outside the continent;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
warsaw_pact_title;Warsaw Pact;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
warsaw_pact_desc;The Warsaw Pact was a collective defence treaty among eight communist states of Central and Eastern Europe in existence during the Cold War. The Warsaw Pact was the military complement to the Council for Mutual Economic Assistance (CoMEcon), the regional economic organization for the communist States of Central and Eastern Europe. ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
leave_warsaw_pact_title;Leave the Warsaw Pact;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_warsaw_pact_desc;The Warsaw Pact was a collective defence treaty to defend the Communist regimes of Europe. We no longer desire to be members of such oppressive organisation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
tripartite_pact_title;Tripartite Pact;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
tripartite_pact_desc;The Tripartite Pact, also known as the Berlin Pact, was an agreement between Germany, Italy and Japan signed in Berlin on 27 September 1940 by, respectively, Joachim von Ribbentrop, Galeazzo Ciano and Saburo Kurusu. The Tripartite Pact was directed primarily at the United States. Its practical effects were limited, since the Italo-German and Japanese operational theatres were on opposite sides of the world and the high contracting powers had disparate strategic interests. Some technical cooperation was carried out, and the Japanese declaration of war on the United States propelled, although it did not require, a similar declaration of war from all the other signatories of the Tripartite Pact. ;;;;;;;;;;;;x,,,,,,,,,,,,,,
leave_tripartite_pact_title;Leave the Tripartite Pact;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leave_tripartite_pact_desc;The Tripartite Pact, also known as the Berlin Pact, was an agreement between Germany, Italy and Japan signed in Berlin on 27 September 1940 by, respectively, Joachim von Ribbentrop, Galeazzo Ciano and Saburo Kurusu. The Tripartite Pact was directed primarily at the United States. Its practical effects were limited, since the Italo-German and Japanese operational theatres were on opposite sides of the world and the high contracting powers had disparate strategic interests. Some technical cooperation was carried out, and the Japanese declaration of war on the United States propelled, although it did not require, a similar declaration of war from all the other signatories of the Tripartite Pact.;;;;;;;;;;;;x,,,,,,,,,,,,,,
xeu_ambition_founders_title;Sign European Economic Community treaty;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_ambition_founders_desc;We are one of the founding members of the European Economic Community.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_ambition_title;Join European Economic Community;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_ambition_desc;$COUNTRY$ should become a member of the European Economic Community. $COUNTRY$ is a European country, $COUNTRY$ is a democratic country and our ambition, and it is our political consensus, but it’s also our clear consensus in our society that $COUNTRY$ should become a member of the European Economic Community. ;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
eu_ambition_title;Join European Union;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
eu_ambition_desc;$COUNTRY$ should become a member of the European Union. $COUNTRY$ is a European country, $COUNTRY$ is a democratic country and our ambition, and it is our political consensus, but it’s also our clear consensus in our society that $COUNTRY$ should become a member of the European Union. ;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
end_xeu_ambition_title;Euroscepticism;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
end_xeu_ambition_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_denmark_title;Invite Denmark to the EEC;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_denmark_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_ireland_title;Invite Ireland to the EEC;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_ireland_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_uk_title;Invite United Kingdom to the EEC;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_uk_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_greece_title;Invite Greece to the EEC;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_greece_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_portugal_title;Invite Portugal to the EEC;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_portugal_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_spain_title;Invite Spain to the EEC;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_spain_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_espana_title;Invite Spain to the EEC;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_invite_espana_desc;Free trade, but not political union, with our European neighbours. We are the EU’s largest export market: they depend on us for jobs - not the other way around.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
xeu_currency_union_title;Join the Eurozone;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
xeu_currency_union_desc;The Eurozone, officially called the euro area, is an economic and monetary union (EMU) of the European Union member states that have adopted the euro (€) as their common currency and sole legal tender.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
eeu_ambition_title;Join Eurasian Economic Union;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
eeu_ambition_desc;The Eurasian Economic Union is an economic union of states located in Eastern Europe, Central Asia and Western Asia. The Treaty on the Eurasian Economic Union was signed on 29 May 2014 by the leaders of Belarus, Kazakhstan and Russia, and came into force on 1 January 2015. Treaties aiming for Armenia's and Kyrgyzstan's accession to the Eurasian Economic Union were signed on 9 October and 23 December 2014, respectively. ;;;;;;;x,,,,,,,,,,,,,,,,,,,,
end_eeu_ambition_title;Leave Eurasian Economic Union;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
end_eeu_ambition_desc;Free trade, but not political union, with our Eurasian partners. Our interests go against the aspirations of the union, which is why we leave it immediately.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
recognize_greek_minority_title;Recognize Greek minority;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
recognize_greek_minority_desc;During the communist government (1945–1991), Enver Hoxha, in order to establish control over the areas populated by the Greek minority," declared the so-called ""minority zones""", consisting of 99 villages in the southern districts of country.;;;;;;;x,,,,,,,,,,,,,,,,,,,,
abolition_recognition_title;Abolish Recognition of Greek minority;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
abolition_recognition_desc;Our nation must be nationally pure without minorities. government does not recognize any ethnic minority in the Albanian state.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
liberation_of_n_epirus_title;Liberation of Northern Epirus;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
liberation_of_n_epirus_desc;Many of our nation living in northern Epirus. It is our duty to liberate them and integrate them into the glorious Greece.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
greek_cypriot_coup_title;Organize coup to overthrow Makarios in Cyprus;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
greek_cypriot_coup_desc;The 1974 coup d'etat in Cyprus was a military coup d'etat by the Greek Army in Cyprus, the Cypriot National Guard and the Greek military junta of 1967–1974. On 15 July 1974 the coup plotters ousted President Makarios III and replaced him with pro-Enosis nationalist Nikos Sampson as replaced president, only for 2 days. The Sampson regime was described as a puppet state, whose ultimate aim was the annexation of the island by Greece in the short term," the coupists proclaimed the establishment of the ""Hellenic Republic of Cyprus"". The coup was viewed as illegal by the United Nations and violated human rights laws.;;;;;;;x",,,,,,,,,,,,,,,,,,,,
war_propaganda_title;War Propaganda;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
war_propaganda_desc;People of country, help the nation to cope the difficult conditions of this war.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
stop_war_propaganda_title;Stop War Propaganda;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
stop_war_propaganda_desc;The war has finished. We can return to our home now.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
join_communist_government_title;Join Communist government;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
join_communist_government_desc;The Marco Polo Bridge Incident in July 1937 led the Japanese to invade China, and Shanxi probably will be one of the first areas the Japanese will attack. We have to invite Communist military forces to re-enter Shanxi.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
establish_north_korea_title;Establish North Korea;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
establish_north_korea_desc;North Korea, officially the Democratic People's Republic of Korea, is a country in East Asia constituting the northern part of the Korean Peninsula, with Pyongyang the capital and the largest city in the country. To the north and northwest, the country is bordered by China and by Russia along the Amnok and Tumen rivers and to the south it is bordered by South Korea, with the heavily fortified Korean Demilitarized Zone separating the two. Nevertheless, North Korea, like its southern counterpart, claims to be the legitimate government of the entire peninsula and adjacent islands.;;;;;;;x,,,,,,,,,,,,,,,,
establish_mengjiang_title;Establish Mengjiang state;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
establish_mengjiang_desc;Mengjiang, also known in English as Mongol Border Land or the Mongol United Autonomous Government, was an autonomous area in Inner Mongolia, existing initially as a puppet state of the Empire of Japan before being under nominal Chinese sovereignty of the Reorganized National Government of the Republic of China from 1940. Formed in 1939, it consisted of the then-Chinese provinces of Chahar and Suiyuan. corresponding to the central part of modern Inner Mongolia. It has also been called Mongukuo or Mengguguo or Mengkukuo in analogy to Manchukuo, another Japanese puppet state in Manchuria. The capital was Kalgan, from where it was ruled by the Mongol nobleman Prince Demchugdongrub. The territory returned to Chinese control after the defeat of the Japanese Empire in 1945.;;;;;;;x,,,,,,,,,,,,,,,,,,
reclaim_south_sakhalin_title;Reclaim South Sakhalin;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
reclaim_south_sakhalin_desc;During the Russo-Japanese War, we reclaim our rightful lands in Sakhalin.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
gov_propaganda_title;Government Propaganda;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
gov_propaganda_desc;People of country, support the current government.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
stop_gov_propaganda_title;Stop Government Propaganda;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
stop_gov_propaganda_desc;This situation is useless at the moment.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
project_cybersyn_title;Project Cybersyn;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
project_cybersyn_desc;Project Cybersyn was a Chilean project from 1971 during the presidency of Salvador Allende aimed at constructing a distributed decision support system to aid in the management of the national economy. The project consisted of four modules: an economic simulator, custom software to check factory performance, an operations room, and a national network of telex machines that were linked to one mainframe computer.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
five_year_plan_title;Five-year plan;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
five_year_plan_desc;The Five-year plan was a list of economic goals, created by Communist Party General Secretary Joseph Stalin," based on his policy of Socialism in One Country. The plan was implemented in 1928 and took effect until 1932. The Soviet Union entered a series of five-year plans which began in 1928 under the rule of Joseph Stalin. Stalin launched what would later be referred to as a ""revolution from above"" to improve the Soviet Union’s domestic policy. The policies were centered around rapid industrialization and the collectivization of agriculture. Stalin desired to remove and replace any policies created under the New Economic Policy. The plan", overall, was to transition the Soviet Union from a weak, poorly controlled, agriculture state, into an industrial powerhouse. While the vision was grand, its planning was ineffective and unrealistic given the short amount of time given to meet the desired goals.;;;;;;;x,,,,,,,,,,,,,,,,
accept_armenians_title;Accept the Armenians;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
accept_armenians_desc;Armenians are a significant minority of Pontus and they have many similarities with our culture, especially in religious tradition. We need to treat them differently from other minorities.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
jointheimf_title;Join the International Monetary Fund;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
jointheimf_desc;The International Monetary Fund (IMF), also known as the Fund, is an international organization headquartered in Washington, D.C., consisting of 189 countries working to foster global monetary cooperation, secure financial stability, facilitate international trade, promote high employment and sustainable economic growth, and reduce poverty around the world while periodically depending on World Bank for its resources. Formed in 1944 at the Bretton Woods Conference primarily by the ideas of Harry Dexter White and John Maynard Keynes, it came into formal existence in 1945 with 29 member countries and the goal of reconstructing the international payment system. It now plays a central role in the management of balance of payments difficulties and international financial crises. Countries contribute funds to a pool through a quota system from which countries experiencing balance of payments problems can borrow money.;;;;;;;x,,,,,,,,,,,,,,,
leavetheimf_title;Leave the International Monetary Fund;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
leavetheimf_desc;The International Monetary Fund (IMF), also known as the Fund, is an international organization headquartered in Washington, D.C., consisting of 189 countries working to foster global monetary cooperation, secure financial stability, facilitate international trade, promote high employment and sustainable economic growth, and reduce poverty around the world while periodically depending on World Bank for its resources. Formed in 1944 at the Bretton Woods Conference primarily by the ideas of Harry Dexter White and John Maynard Keynes, it came into formal existence in 1945 with 29 member countries and the goal of reconstructing the international payment system. It now plays a central role in the management of balance of payments difficulties and international financial crises. Countries contribute funds to a pool through a quota system from which countries experiencing balance of payments problems can borrow money.;;;;;;;x,,,,,,,,,,,,,,,
imf_loan_title;Request a Foreign Loan from The International Monetary Fund;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
